qid,granite_dense,bm25,hybrid_granite_bm25,convex_hybrid_granite_bm25
1736,0.20210734650054757,0.2960819109658652,0.20210734650054757,0.18154179253735267
1748,0.45379693233402824,0.0,0.2795962051779312,0.45379693233402824
1783,1.0,0.0,0.48247555939075504,0.9197207891481876
18,0.3108658234453849,0.3932591258696538,0.4483039899025303,0.41231449937143627
1812,0.0,0.0,0.0,0.0
1815,0.3171937659698004,0.0,0.13565197343244778,0.3171937659698004
1819,0.6309297535714575,0.0,0.3010299956639812,0.6309297535714575
1824,0.0,0.5,0.43067655807339306,0.0
1826,0.0,0.0,0.0,0.0
1832,0.6238470455881188,0.15130120674940672,0.5709662133861837,0.644824486427155
1871,0.9860433320650158,0.5390031312763821,0.8053706965939337,0.9860433320650158
1877,0.8175295903539445,0.38685280723454163,0.6131471927654584,0.8175295903539445
1889,0.5412163092689025,0.1482972305701491,0.33627415762678553,0.5412163092689025
1915,0.6131471927654584,0.0,0.23719771276929622,0.6131471927654584
1920,0.6052602440527057,0.6131471927654584,0.8315546295836225,0.6509209298071326
1933,1.0,0.0,0.3010299956639812,1.0
1948,0.7903864795495061,0.6131471927654584,0.6131471927654584,0.7903864795495061
1994,0.7653606369886217,0.23463936301137822,0.6257049680303419,0.7039180890341347
2010,0.3882251478215036,0.22009176629808017,0.3843113526044082,0.5483327772244702
2051,0.9933222998814617,0.46047467141697823,0.7971998030554314,1.0
2070,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584
2075,0.6309297535714575,0.0,0.3010299956639812,0.38685280723454163
2076,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584
2088,0.6309297535714575,0.31546487678572877,0.6309297535714575,1.0
2108,0.0,0.0,0.0,0.0
2118,0.0,0.0,0.0,0.0
2154,1.0,0.31546487678572877,1.0,1.0
2181,0.6257049680303419,0.0,0.20210734650054757,0.6257049680303419
2183,0.19519002499605084,0.3903800499921017,0.2741708125981702,0.16812753627111746
2204,0.9709286432396583,0.3903800499921017,0.6380228380792293,0.9709286432396583
2264,0.6266432627014137,0.27487633291429087,0.36650177721905447,0.6266432627014137
2296,0.0,0.0,0.0,0.0
2306,1.0,1.0,1.0,1.0
2316,1.0,0.0,0.5931729515195112,1.0
2318,0.0,0.0,0.0,0.0
2330,0.0,0.0,0.0,0.0
2334,1.0,0.0,0.6309297535714575,1.0
2348,0.0,0.0,0.0,0.0
2376,0.6309297535714575,0.0,0.3562071871080222,1.0
2383,0.6366824387328317,0.5032251913410369,0.5585075862632192,0.6366824387328317
2384,0.6131471927654584,0.0,0.2640681225725909,0.6131471927654584
2385,0.9469024295259745,0.0,0.6132756769356656,0.9469024295259745
2388,0.4555352795695787,0.08274602130532002,0.27487633291429087,0.441047240841178
2395,0.644824486427155,0.0,0.31594415088593253,0.644824486427155
2398,0.2960819109658652,0.7039180890341347,0.7653606369886217,0.2960819109658652
2399,1.0,0.5,1.0,1.0
2400,0.9010126104210695,0.2960819109658652,0.6713860725233041,0.9066276098484507
2407,0.6049306994552042,0.0,0.2960819109658652,0.6257049680303419
2416,0.34337431936037655,0.23463936301137822,0.6105456988825855,0.36926780146674987
2423,0.6509209298071326,0.0,0.18457569677956817,0.5706417189553201
2443,0.0,0.0,0.0,0.0
2445,1.0,1.0,1.0,1.0
2460,0.6309297535714575,0.0,0.3562071871080222,0.6309297535714575
2465,0.2529427027676571,0.0,0.10893649261775588,0.2529427027676571
2472,1.0,1.0,1.0,1.0
2486,0.0,0.21840743681816419,0.38685280723454163,0.17723928678404774
2498,0.8065735963827293,0.2640681225725909,0.5912352048230277,0.8175295903539445
2513,1.0,0.5,1.0,1.0
2516,0.6309297535714575,0.0,0.43067655807339306,0.6309297535714575
2549,0.3065735963827292,0.6131471927654584,0.8503449055347546,0.3065735963827292
2551,0.5277610693352978,0.17342765698823945,0.3727892582642586,0.5277610693352978
2568,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584
2579,0.5855700749881525,0.0,0.2741708125981702,0.5855700749881525
2580,0.4144299250118475,0.0,0.2856436410275446,0.4144299250118475
2587,1.0,1.0,1.0,1.0
2589,0.0,0.0,0.0,0.0
2590,1.0,0.0,0.6309297535714575,1.0
2593,0.0,0.0,0.0,0.0
2598,0.31546487678572877,0.0,0.0,0.2890648263178879
26,0.3071837157818931,0.0,0.11284514134893527,0.3071837157818931
2648,0.8687949224876582,0.45221360703148816,0.8200261225503443,0.8687949224876582
2676,0.0,0.0,0.0,0.0
