qid,granite_dense,bm25,splade,convex_hybrid_granite_bm25,convex_hybrid_granite_splade
PLAIN-510,0.7222954974312066,0.30523488393970116,0.22400556151517553,0.6652907408280685,0.6835381846158709
PLAIN-520,0.5111707781750245,0.43231813227099475,0.39767223286316733,0.3971921948634016,0.498250645792228
PLAIN-531,1.0,1.0,1.0,1.0,1.0
PLAIN-541,0.30523488393970116,0.09478836436955078,0.0,0.2984900352767555,0.2934556883974402
PLAIN-551,0.0,0.0,0.0,0.0,0.0
PLAIN-56,0.0,0.06625422345438903,0.0,0.0,0.0
PLAIN-561,0.22009176629808017,0.2984900352767555,0.13886244387355454,0.30523488393970116,0.22009176629808017
PLAIN-571,0.0,0.0,0.0,0.0,0.0
PLAIN-583,1.0,0.8701249883466593,1.0,1.0,1.0
PLAIN-593,0.8555025847454517,0.48361041476720446,0.9098052407296103,0.8893946731024085,0.8765170386991243
PLAIN-603,0.6122496142821665,0.0,0.6496872770120411,0.4954588824701808,0.6578986223737446
PLAIN-613,0.0,0.0,0.0,0.0,0.0
PLAIN-623,0.22400556151517553,0.2781981696179509,0.3125291152215463,0.2489083270225946,0.2489083270225946
PLAIN-634,0.9197207891481876,1.0,1.0,1.0,1.0
PLAIN-645,0.13120507751234178,0.21398626473452756,0.10209739512291163,0.21398626473452756,0.1208113026994942
PLAIN-660,0.08514311764162098,0.22009176629808017,0.13886244387355454,0.13886244387355454,0.09478836436955078
PLAIN-671,0.6898286563534621,0.6442227883107535,0.677273373952691,0.7917267193679839,0.78180487222265
PLAIN-68,0.0,0.0,0.0,0.0,0.0
PLAIN-681,0.0,0.0,0.0,0.0,0.0
PLAIN-691,0.0,0.0,0.0,0.0,0.0
PLAIN-701,0.9363792118010483,0.5829393865084944,1.0,0.8630152897016883,1.0
PLAIN-711,0.30260241349881345,0.30260241349881345,0.30260241349881345,0.30260241349881345,0.30260241349881345
PLAIN-721,0.5978711726939663,0.20631859150857212,0.6092768529584421,0.5522623393638106,0.6027109944729422
PLAIN-731,0.0,0.11004588314904008,0.0,0.06943122193677727,0.0
PLAIN-741,0.5014276442746162,0.826813366651774,0.5111707781750245,0.9266360779006401,0.8415908474314976
PLAIN-751,1.0,0.0,0.0,1.0,1.0
PLAIN-761,0.0,0.0,0.0,0.0,0.0
PLAIN-771,0.10699313236726378,0.0,0.0,0.0,0.0
PLAIN-78,0.5531464700081437,0.5531464700081437,0.5087403079104241,0.5531464700081437,0.5531464700081437
